title,authors,publication_date,first_seen_date,relevance_decision,relevance_score,tags,sources,url,doi,arxiv_id,publication_year,publication_date_precision,publication_date_source,publication_date_confidence,effective_sort_date,quality_score,quality_recommendation,quality_confidence,quality_assessment_scope,quality_paper_type,quality_assessment_version,quality_rubric_version,quality_assessor_type,quality_assessor_model,quality_assessed_at,quality_summary,quality_strengths,quality_concerns,quality_missing_information,quality_score_cap,quality_score_cap_reason,combined_rank_score,quality_downranked,quality_suppressed,latest_revision_date,source_updated_date,first_seen_at
Towards Assurance Closure in AI-Native Large-Scale Agile Software Development,Ricardo Britto,2026-08-07,2026-08-10,maybe,45,,arxiv,https://arxiv.org/abs/2608.07317v1,,2608.07317,2026,day,arxiv,high,2026-08-07,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-07,2026-08-07,2026-08-10 08:09:37
Understanding and Improving Model Editing for Secure Code Generation,"Weifeng Sun, Quanjun Zhang, Yuchen Chen, Chengran Yang, Gou Tan, David Lo",2026-08-07,2026-08-14,maybe,45,,openalex; arxiv,https://arxiv.org/abs/2608.06848,,2608.06848,2026,day,openalex,medium,2026-08-07,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,,2026-08-14,2026-08-14 07:53:49
Cascade: Exploiting SLO-Aware latency budget for fair and high goodput LLM inference serving,"Muhammad Adnan, Rohan Mahapatra, Prashant J. Nair, Daniel Berger, Pantea Zardoshti, Rodrigo Fonseca, Esha Choukse",2026-08-06,2026-08-10,maybe,45,,arxiv,https://arxiv.org/abs/2608.06557v1,,2608.06557,2026,day,arxiv,high,2026-08-06,62,uncertain,medium,partial_full_text,empirical_research,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-14T07:54:15+00:00,"The available evidence is mixed or incomplete. Automated score 62/100, medium confidence, based on partial full text.",The contribution is stated explicitly.; The available text identifies data or a benchmark used by the work.; A baseline or comparison system is described.; Quantitative evaluation signals were detected.,,"Section headings could not be detected reliably; beginning, middle, and end passages were selected.",,,0.4721,False,False,2026-08-06,2026-08-06,2026-08-10 08:09:18
CyberLLM: A Multi-Agent LLM Framework for Autonomous Detection and Guarded Response in Automotive Cybersecurity,"Nenad Petrovic, Oussama Jeddou, Feres Ben Fraj, Vahid Zolfaghari, Fengjunjie Pan, Andre Schamschurko, Alois Knoll",2026-08-06,2026-08-10,maybe,45,llm-agents,arxiv,https://arxiv.org/abs/2608.06651v1,,2608.06651,2026,day,arxiv,high,2026-08-06,62,uncertain,medium,partial_full_text,survey_or_review,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-15T07:00:05+00:00,"The available evidence is mixed or incomplete. Automated score 62/100, medium confidence, based on partial full text.","The available text identifies data or a benchmark used by the work.; Quantitative evaluation signals were detected.; Robustness or statistical analysis is reported.; Code, data, or research artifacts are described as available.; Dataset documentation, quality control, licensing, or ethics is discussed.",,"No reproducible review or selection methodology was detected.; Section headings could not be detected reliably; beginning, middle, and end passages were selected.",,,0.4721,False,False,2026-08-06,2026-08-06,2026-08-10 08:09:18
A Unified Structured Query Understanding Framework for Industrial Semantic Search,"Ping Liu, Qianqi Shen, Jianqiang Shen, Chunnan Yao, Kevin Kao, Rajat Arora, Dan Xu, Baofen Zheng, Yunxiang Ren, Benjamin Le, Ali Hooshmand, Igor Lapchuk, Juan Bottaro, Raghavan Muthuregunathan, Caleb Johnson, Liangjie Hong, Jingwei Wu, Wenjing Zhang",2026-08-06,2026-08-13,maybe,45,,openalex; arxiv,https://doi.org/10.1145/3770855.3818312,10.1145/3770855.3818312,2605.27441,2026,day,openalex,medium,2026-08-06,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,,2026-08-08,2026-08-13 07:56:28
Agentic AI: User Empowerment or Enclosure?,"David Gamba, Daniel M. Romero, Grant Schoenebeck",2026-08-06,2026-08-10,maybe,45,,arxiv,https://arxiv.org/abs/2608.06510v1,,2608.06510,2026,day,arxiv,high,2026-08-06,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-06,2026-08-06,2026-08-10 08:09:39
BALANCE: Hybrid Autoregressive-Speculative LLM Inference in Wireless Edge Networks,"Guanqiao Qu, Shuo Chen, Qian Chen, Kin K. Leung, Xianhao Chen",2026-08-06,2026-08-07,maybe,45,,arxiv,https://arxiv.org/abs/2608.05926v1,,2608.05926,2026,day,arxiv,high,2026-08-06,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-06,2026-08-06,2026-08-07 07:44:11
ChainClaw: A Layered Agent Framework for Reliable On-Chain Execution,"Jiacheng Wei, Zhaoxin Fan, Xin Wen, Yuqin Lan, Dongrun Li, Wenjun Wu, Faguo Wu, Xiao Zhang",2026-08-06,2026-08-07,maybe,45,llm-agents,arxiv,https://arxiv.org/abs/2608.05790v1,,2608.05790,2026,day,arxiv,high,2026-08-06,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-06,2026-08-06,2026-08-07 07:43:52
Clinical Communication Processing with Models Trained on LLM-Generated Synthetic Data: A Structured Survey and Novel Application Case Studies,"Alexander Apartsin, Yehudit Aperstein",2026-08-06,2026-08-07,maybe,45,,arxiv,https://arxiv.org/abs/2608.05993v1,,2608.05993,2026,day,arxiv,high,2026-08-06,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-06,2026-08-06,2026-08-07 07:44:11
CyberForge: Verified Vulnerability Injection at Repository Level for Cybersecurity Agent Training,"Amine Lbath, Manan Suri, Aurelien Delaitre, Vadim Okun, Massih-Reza Amini, Ram D. Sriram, Dinesh Manocha",2026-08-06,2026-08-10,maybe,45,llm-agents,arxiv,https://arxiv.org/abs/2608.06471v1,,2608.06471,2026,day,arxiv,high,2026-08-06,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-06,2026-08-06,2026-08-10 08:09:39
Do AI Personas Grow? Analyzing and Benchmarking Personality Evolution in LLM Agents After Life Events,"Ming Wang, Peidong Wang, Xiaocui Yang, Daling Wang, Shi Feng, Fiona Fui-Hoon Nah, Ee-Peng Lim",2026-08-06,2026-08-10,maybe,45,llm-agents,arxiv,https://arxiv.org/abs/2608.06485v1,,2608.06485,2026,day,arxiv,high,2026-08-06,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-06,2026-08-06,2026-08-10 08:09:39
From Economic Agents to Agentic Economies: A Systems Blueprint for Economic World Models,"Jiale Han, Xiang Li, Jing Qian, Wenyuan Gu, Pin Gao, Ye Luo, Hongyuan Zha, Dacheng Tao, Benyou Wang, Lin William Cong",2026-08-06,2026-08-07,maybe,45,,arxiv,https://arxiv.org/abs/2608.06020v1,,2608.06020,2026,day,arxiv,high,2026-08-06,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-06,2026-08-06,2026-08-07 07:44:11
From Siloed Algorithms to Compliance-First Agentic Platforms: A Multi-Layered Architecture for Hospital AI Systems,"Manideep Dhar, Ritwik Singh, Sharat Chandra Kumar Manikonda",2026-08-06,2026-08-07,maybe,45,,arxiv,https://arxiv.org/abs/2608.06112v1,10.38124/ijisrt/26May1651,2608.06112,2026,day,arxiv,high,2026-08-06,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-06,2026-08-06,2026-08-07 07:44:11
LLM Inference Under Bursty Workload Distribution: Modifying the WAIT Algorithm,"Anjali Gangadhar Katageria, Shobha Rani, Raghu Nandan Sengupta",2026-08-06,2026-08-07,maybe,45,,arxiv,https://arxiv.org/abs/2608.06135v1,,2608.06135,2026,day,arxiv,high,2026-08-06,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-06,2026-08-06,2026-08-07 07:44:11
MicroEvo: Knowledge-Guided LLM Sampling for Efficient Microarchitecture Design Space Exploration,"Jia Xiong, Runkai Li, Chenxu Niu, Guangyuan Gao, Changwen Xing, Yifan Zhang, Xinlai Wan, Jieran Cui, Chen Bai, Yusheng Hua, Ying Wang, Ming Ling, Xi Wang, Tao Xie",2026-08-06,2026-08-07,maybe,45,,arxiv,https://arxiv.org/abs/2608.06183v1,,2608.06183,2026,day,arxiv,high,2026-08-06,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-06,2026-08-06,2026-08-07 07:44:11
Mind the Gaps: Mixture-of-Minds for Human Simulation,Pranav Dahiya,2026-08-06,2026-08-07,maybe,45,,arxiv,https://arxiv.org/abs/2608.06115v1,,2608.06115,2026,day,arxiv,high,2026-08-06,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-06,2026-08-06,2026-08-07 07:44:11
Optimizing Latency and Energy Efficiency in Edge-Native Large Language Models (LLMs) for Autonomous Mobile Agents,"A. Rajalakshmi, D. Saveetha, S. V. Manikanthan, T.Padmapriya, U. Sakthivelu",2026-08-06,2026-08-23,maybe,45,,openalex,https://doi.org/10.3991/ijim.v20i15.62599,10.3991/ijim.v20i15.62599,,2026,day,openalex,medium,2026-08-06,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,,2026-08-23,2026-08-23 06:00:58
QuanTiMedAI: Quantum-Enhanced Time-Series Model guided by Agentic AI for Cardiac Arrest Mortality Prediction,"Mutasim Fuad Sarker, Adiba Rahman Namira, Wafa Binte Alam, Md Adnan Arefeen, Mahzabeen Emu, Sumaiya Tabassum Nimi",2026-08-06,2026-08-07,maybe,45,,arxiv,https://arxiv.org/abs/2608.06294v1,,2608.06294,2026,day,arxiv,high,2026-08-06,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-06,2026-08-06,2026-08-07 07:44:11
RASP-QAOA: Resource-Aware Per-Instance Selection for Exact QAOA Simulation,Chih-Chung Hsu,2026-08-06,2026-08-07,maybe,45,,arxiv,https://arxiv.org/abs/2608.05646v1,,2608.05646,2026,day,arxiv,high,2026-08-06,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-06,2026-08-06,2026-08-07 07:44:12
Shape Your Feed: An LLM-based Agentic System for Conversational Recommendation,"Ziyun Xu, Bosen Ding, Yue Zhang, Ji Qi, Qingyuan Song, Jizhou Huang, Liwei Wang, Jefferey Santelli, Yue Weng, Qichao Que, Zhenheng Yang, Junfeng Pan, Linhong Zhu",2026-08-06,2026-08-10,maybe,45,,arxiv,https://arxiv.org/abs/2608.06632v1,,2608.06632,2026,day,arxiv,high,2026-08-06,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-06,2026-08-06,2026-08-10 08:09:39
SkillMemo: Expert-guided Skill Memory Framework for Compositional Embodied Manipulation,"Changyuan Wang, Chubin Zhang, Zhenyu Wu, Runhao Li, Annabel Ma, Ke Chao, Yinan Liang, Xiuwei Xu, Ziwei Wang, Yansong Tang, Jiwen Lu",2026-08-06,2026-08-07,maybe,45,,openalex; arxiv,https://arxiv.org/abs/2608.05970,,2608.05970,2026,day,openalex,medium,2026-08-06,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,,2026-08-10,2026-08-07 07:44:11
The Vulnerability With No CVE: Managing Persistent Gaps Between Mandate and Authority in AI Coding Agents,Shayell Aharon Salomon Amir Shaked Matan Noga,2026-08-06,2026-08-07,maybe,45,,arxiv,https://arxiv.org/abs/2608.05884v1,,2608.05884,2026,day,arxiv,high,2026-08-06,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-06,2026-08-06,2026-08-07 07:44:11
When Agentic AI Meets Integrated Sensing and Communication,"Kai Li, Conggai Li, Sarah Ali Siddiqui, Syed Sohail Ahmed, Xin Yuan, Shenghong Li, Wei Ni",2026-08-06,2026-08-07,maybe,45,,arxiv,https://arxiv.org/abs/2608.05792v1,,2608.05792,2026,day,arxiv,high,2026-08-06,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-06,2026-08-06,2026-08-07 07:44:12
Activity Frames: Deterministic Screen-Activity Compilation for Agent Memory and Replay,Nossa Iyamu,2026-08-06,2026-08-07,maybe,43,agent-memory,openalex; arxiv,https://arxiv.org/abs/2608.05784,10.48550/arxiv.2608.05784,2608.05784,2026,day,openalex,medium,2026-08-06,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4300,False,False,,2026-08-26,2026-08-07 07:43:52
A/B Agent: A Self-Evolving Agent for Strategy Iteration in Industrial A/B Testing,"Zhuohang Jiang, Yuxin Chen, Yongsen Pan, Zheng Hu, Wenqi Fan, Qing Li, Hongyang Wang, Jun Wang, Wenwu Ou",2026-08-05,2026-08-06,maybe,45,,arxiv,https://arxiv.org/abs/2608.04625v1,,2608.04625,2026,day,arxiv,high,2026-08-05,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-05,2026-08-05,2026-08-06 09:09:01
Agentic self-driving microscopy benchmarks support qualification but do not necessarily generalize to unseen tasks,"Nathan S Johnson, Ian Abshire",2026-08-05,2026-08-07,maybe,45,llm-agents,arxiv,https://arxiv.org/abs/2608.05266v1,,2608.05266,2026,day,arxiv,high,2026-08-05,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-05,2026-08-05,2026-08-07 07:44:12
Can Open-Weight LLMs Produce Kernel-Verified Coq Proofs? A Pilot Study,"Ahmed Ryan, Md Erfan, Akond Ashfaque Ur Rahman, Md Rayhanur Rahman",2026-08-05,2026-08-07,maybe,45,,arxiv,https://arxiv.org/abs/2608.05420v1,,2608.05420,2026,day,arxiv,high,2026-08-05,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-05,2026-08-05,2026-08-07 07:44:12
Combating Knowledge Corruption in Agent Systems: A Byzantine-Tolerant Secure Collaborative RAG Framework,"Zhaoqi Wang, Daqing He, Zijian Zhang, Ye Liu, Jiamou Liu, Zhirui Zeng, Zhan Qin, Zhen Li, Xin Li, Hongwei Yao, Jincheng An, Yong Liu, Yi Li, Qi Sun, Xiulei Liu, Liehuang Zhu",2026-08-05,2026-08-06,maybe,45,,arxiv,https://arxiv.org/abs/2608.04366v1,10.1145/3774904.3792200,2608.04366,2026,day,arxiv,high,2026-08-05,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-05,2026-08-05,2026-08-06 09:09:02
CoPlan: A Trustworthy Co-Intelligence Interface for Care Planning through Role-Based Contestable Argument Graphs,"Hung Truong Thanh Nguyen, Hélène Fournier, Piper Jackson, Makoto Itoh, Shannon Freeman, Rene Richard, Hung Cao",2026-08-05,2026-08-06,maybe,45,,arxiv,https://arxiv.org/abs/2608.05107v1,,2608.05107,2026,day,arxiv,high,2026-08-05,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-05,2026-08-05,2026-08-06 09:09:01
DoctorAgents: an agentic framework to iteratively refine AutoML pipeline for small clinical temporal data,"Ruilin Wang, Bo-Hong Wang, Elizabeth Kourbatski, Jun Bai, Hegang Chen, Ziyang Song, Gilles Boire, Marie Hudson, Yue Li",2026-08-05,2026-08-07,maybe,45,llm-agents,arxiv,https://arxiv.org/abs/2608.05375v1,,2608.05375,2026,day,arxiv,high,2026-08-05,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-05,2026-08-05,2026-08-07 07:43:52
Explicit Language Memory for Long-Horizon Planning in Vision-Language-Action Models,"Houze Xu, Jizhong Li, Ziyi Ye",2026-08-05,2026-08-06,maybe,45,,arxiv,https://arxiv.org/abs/2608.04765v1,,2608.04765,2026,day,arxiv,high,2026-08-05,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-05,2026-08-05,2026-08-06 09:09:01
From Score Matrices to Football-Aware Match-State Simulation: An Auditable LLM Harness for Exact-Score Reranking,Shaopeng Liang,2026-08-05,2026-08-06,maybe,45,,arxiv,https://arxiv.org/abs/2608.05030v1,,2608.05030,2026,day,arxiv,high,2026-08-05,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-05,2026-08-05,2026-08-06 09:09:01
Hierarchical Server Architecture for Agentic Science,"Vanessa Sochat, Daniel Milroy",2026-08-05,2026-08-07,maybe,45,,arxiv,https://arxiv.org/abs/2608.05332v1,,2608.05332,2026,day,arxiv,high,2026-08-05,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-05,2026-08-05,2026-08-07 07:44:12
Multi-Agent Reinforcement Learning for Online Traffic Scheduling in Time-Sensitive Application,"Marcos Carvalho, Fatih Temiz, Shavbo Salehi, Melike Erol-Kantarci, Daniel F. Macedo",2026-08-05,2026-08-07,maybe,45,,arxiv,https://arxiv.org/abs/2608.05346v1,,2608.05346,2026,day,arxiv,high,2026-08-05,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-05,2026-08-05,2026-08-07 07:44:12
Multi-Agent Transformer for Queue-Level XR Traffic Scheduling in TSN Networks,"Marcos Carvalho, Fatih Temiz, Shavbo Salehi, Melike Erol-Kantarci, Daniel F. Macedo",2026-08-05,2026-08-07,maybe,45,,arxiv,https://arxiv.org/abs/2608.05340v1,,2608.05340,2026,day,arxiv,high,2026-08-05,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-05,2026-08-05,2026-08-07 07:44:12
NSF-HRPT: Neural Semantic Field meets Hierarchical Risk Perception Tree for Safety-Critical Scenario Assessment,"Yu Zhao, Jiangyu Pan, Tao Hu, Ming Yin, Fan Yang, Jiangfan Liu, Xiubo Liang",2026-08-05,2026-08-06,maybe,45,,arxiv,https://arxiv.org/abs/2608.04776v1,,2608.04776,2026,day,arxiv,high,2026-08-05,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-05,2026-08-05,2026-08-06 09:09:01
Robust Context-Aware Detection of Malicious Instructions in Text,"Buzhao Liu, Xinhang Ma, Yevgeniy Vorobeychik",2026-08-05,2026-08-07,maybe,45,,arxiv,https://arxiv.org/abs/2608.05430v1,,2608.05430,2026,day,arxiv,high,2026-08-05,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-05,2026-08-05,2026-08-07 07:44:12
Scrouting: Cost-Aware Routing of Coding Agents by Scouting the Repository First,"Ishaan Bhola, Adithyan Krishnan, Mukunda NS",2026-08-05,2026-08-06,maybe,45,,arxiv,https://arxiv.org/abs/2608.04804v1,,2608.04804,2026,day,arxiv,high,2026-08-05,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-05,2026-08-05,2026-08-06 09:09:01
SparseDitto: Customizing GPU Kernels for Different Sparsity Patterns with LLM-Based Agentic System,"Shiyang Li, Guangyan Sun, Jinwei Tang, Yanzhi Wang, Mingyi Hong, Caiwen Ding",2026-08-05,2026-08-06,maybe,45,,arxiv,https://arxiv.org/abs/2608.05033v1,,2608.05033,2026,day,arxiv,high,2026-08-05,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-05,2026-08-05,2026-08-06 09:09:01
The Effect of Perceived Race and Gender on Police Language Use: Experimental Evidence from VR Simulations,"Sandra C. Sandoval, Navita Goyal, Rashawn Ray, Long Doan, Rachel Rudinger, Hal Daumé",2026-08-05,2026-08-06,maybe,45,,arxiv,https://arxiv.org/abs/2608.05050v1,,2608.05050,2026,day,arxiv,high,2026-08-05,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-05,2026-08-05,2026-08-06 09:09:01
Trident : How to Break Deep Reinforcement Learning Cyber Defenses (Agentic),"Ryozo Masukawa, Ian Bryant, Armita Kazeminajafabadi, Sanggeon Yun, Hyunwoo Oh, SungHeon Jeong, Nathaniel D. Bastian, Mahdi Imani, Mohsen Imani",2026-08-05,2026-08-06,maybe,45,,arxiv,https://arxiv.org/abs/2608.04317v1,,2608.04317,2026,day,arxiv,high,2026-08-05,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-05,2026-08-05,2026-08-06 09:09:02
When Shared Rollouts Fail in Defensive Driving Evaluation: A NAVSIM Score Basis Audit,"Ziang Wei, Minjun Yu, Zheyuan Lai, Mingjie Pang, Wei Li",2026-08-05,2026-08-06,maybe,45,,arxiv,https://arxiv.org/abs/2608.04896v1,,2608.04896,2026,day,arxiv,high,2026-08-05,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-05,2026-08-05,2026-08-06 09:09:01
"Retrieval‐Augmented Generation for Large Language Models: Evolution, Architectures, Applications, and Challenges (2020–2025)","Arman Rasool Faridi, Faraz Masood, Keshvi, Tabassum Yunus",2026-08-05,2026-08-07,maybe,45,,openalex,https://doi.org/10.1002/widm.70122,10.1002/widm.70122,,2026,day,openalex,medium,2026-08-05,42,uncertain,low,title_and_abstract,empirical_research,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-12T09:34:29+00:00,"The available evidence is mixed or incomplete. Automated score 42/100, low confidence, based on title and abstract.",Robustness or statistical analysis is reported.; Limitations or threats to validity are acknowledged.; A review or study-selection methodology is described.,,"No suitable baseline comparison was detected in the available text.; No quantitative, user, expert, or operational evaluation was detected in the available text.",,,0.4493,False,False,,2026-08-21,2026-08-07 07:44:19
Hierarchical Graph Memory for LLM Agents with Path-level Localization and Rewrite,"Xiawei Yue, Boran Wang, Xiaoqing Zhang, Shuxin Zheng, Ziwei Zhang",2026-08-05,2026-08-06,maybe,43,agent-memory; llm-agents; evaluation,openalex; arxiv,https://arxiv.org/abs/2608.05095,10.48550/arxiv.2608.05095,2608.05095,2026,day,openalex,medium,2026-08-05,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4300,False,False,,2026-08-09,2026-08-06 09:08:42
hermes-labs-ai/zer0dex: zer0dex v0.1.0 — Local persistent memory for long-running agents,Roli Bosch,2026-08-04,2026-08-11,maybe,62,evaluation; llm-agents,openalex,https://github.com/hermes-labs-ai/zer0dex/tree/v0.1.0,10.5281/zenodo.21797333,,2026,day,openalex,medium,2026-08-04,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.6200,False,False,,2026-08-08,2026-08-11 07:40:10
Tiny Enough to Break In: Agentic Remote Access Trojans Powered by Small Language Models,"Yuhan You, Suhas Adavelly, Victoria Lovelace, Cameron Berryman, Joel Sadler, Daniel Graham",2026-08-04,2026-08-05,maybe,45,,arxiv,https://arxiv.org/abs/2608.03009v1,,2608.03009,2026,day,arxiv,high,2026-08-04,75,promising,medium,partial_full_text,theoretical,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-11T07:40:35+00:00,"The available evidence suggests a credible contribution with some limitations. Automated score 75/100, medium confidence, based on partial full text.",A baseline or comparison system is described.; Quantitative evaluation signals were detected.; Limitations or threats to validity are acknowledged.; Formal definitions or proof-oriented evidence is present.,,,,,0.4890,False,False,2026-08-04,2026-08-04,2026-08-05 09:08:30
A Security-Oriented Lifecycle Model for Large Language Model Systems,"Eleftherios Batzolis, George Drosatos, Vassilis Katsouros, Konstantinos Rantos",2026-08-04,2026-08-05,maybe,45,,arxiv,https://arxiv.org/abs/2608.03626v1,,2608.03626,2026,day,arxiv,high,2026-08-04,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-04,2026-08-04,2026-08-05 09:08:34
AgentForge: An Immersive Role-Playing Platform for Learning Agentic Software Engineering,"Zihan Fang, Yueke Zhang, Yu Huang",2026-08-04,2026-08-06,maybe,45,,arxiv,https://arxiv.org/abs/2608.04148v1,,2608.04148,2026,day,arxiv,high,2026-08-04,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-04,2026-08-04,2026-08-06 09:09:02
Autoreflection: How Agentic Strange Loops Turn Human Culture into AI Infrastructure,Holly Lewis,2026-08-04,2026-08-05,maybe,45,,arxiv,https://arxiv.org/abs/2608.03800v1,,2608.03800,2026,day,arxiv,high,2026-08-04,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-04,2026-08-04,2026-08-05 09:08:15
AutoSND: From Execution Evidence to Structural Policies for Automated Network Dismantling Heuristic Discovery,"Zhijing Hu, Changjun Fan, Yufan Deng, Zhiguang Cao",2026-08-04,2026-08-05,maybe,45,,arxiv,https://arxiv.org/abs/2608.03653v1,,2608.03653,2026,day,arxiv,high,2026-08-04,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-04,2026-08-04,2026-08-05 09:08:34
CUDA MPC: A GPU-Native Solver for Model Predictive Control,"Babak Akbari, Melissa Greeff",2026-08-04,2026-08-05,maybe,45,,arxiv,https://arxiv.org/abs/2608.03051v1,,2608.03051,2026,day,arxiv,high,2026-08-04,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-04,2026-08-04,2026-08-05 09:08:15
DiagChain: A Diagnostic Benchmark for Evaluating LLM Agents on Evidence-Grounded Attack Chain Reconstruction,"Xuyang Liu, Yibin Han, Zhenwei Zhang, Kai Chang, Zhiwei Xu, Tian Qiu, Weixian Deng, Jiabao Gao, Xiaolin Peng, Hai Wan, Xibin Zhao",2026-08-04,2026-08-05,maybe,45,llm-agents,arxiv,https://arxiv.org/abs/2608.03591v1,,2608.03591,2026,day,arxiv,high,2026-08-04,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-04,2026-08-04,2026-08-05 09:08:34
DocTrace: Towards Traceable Long Document VQA via Hierarchical Evidence Graph Reasoning,"Le Xiang, Zhicheng Guan, Hong Chen, Xiaocong Lin, Zhenghua Lei, Teng Hu, Bolei He, Long Zeng",2026-08-04,2026-08-05,maybe,45,,arxiv,https://arxiv.org/abs/2608.03292v1,,2608.03292,2026,day,arxiv,high,2026-08-04,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-04,2026-08-04,2026-08-05 09:08:34
ETA: A New Agentic Paradigm for Embodied Tasks,"Yitong Chen, Zezheng Huai, Sixian Li, Yubang Wang, Haozhe Zhang, Yifei Zhang, Hechang Chen, Jingjing Gong, Yu-Gang Jiang, Xipeng Qiu",2026-08-04,2026-08-05,maybe,45,,arxiv,https://arxiv.org/abs/2608.03924v1,,2608.03924,2026,day,arxiv,high,2026-08-04,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-04,2026-08-04,2026-08-05 09:08:15
FedCritic-MIMO: Communication-Efficient Serverless Federated Critic Learning for Massive-MIMO Resource Control in Open and Disaggregated 6G RANs,"Amin Farajzadeh, Melike Erol-Kantarci",2026-08-04,2026-08-05,maybe,45,,arxiv,https://arxiv.org/abs/2608.03852v1,,2608.03852,2026,day,arxiv,high,2026-08-04,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-04,2026-08-04,2026-08-05 09:08:34
From Social Coding to Agentic Coding: Productivity and Relational Reconfiguration in Open-Source Communities,"Mengying Zhou, Yongjie Yin, Yang Chen",2026-08-04,2026-08-05,maybe,45,,arxiv,https://arxiv.org/abs/2608.03585v1,,2608.03585,2026,day,arxiv,high,2026-08-04,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.4500,False,False,2026-08-04,2026-08-04,2026-08-05 09:08:34
